Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,28/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106165111,"65,474.76",,
Communities & Local Government,DCLG,28/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106165111,"60,973.43",,
Communities & Local Government,DCLG,28/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106165111,"143,786.71",,
Communities & Local Government,DCLG,28/06/2011,Training,Neighbourhoods,CHARTERED INSTITUTE OF HOUSING,,5106157473,"2,010.00",,
Communities & Local Government,DCLG,28/06/2011,Training,Neighbourhoods,CHARTERED INSTITUTE OF HOUSING,,5106165007,"-2,010.00",,
Communities & Local Government,DCLG,28/06/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,2100205200,"-1,053.00",,
Communities & Local Government,DCLG,28/06/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163524,"1,053.00",,
Communities & Local Government,DCLG,28/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106165170,"1,648.51",,
Communities & Local Government,DCLG,28/06/2011,Waste Disposal and pest control,Treasury,LONDON BOROUGH OF CAMDEN,,5106165205,"1,033.50",,
Communities & Local Government,DCLG,28/06/2011,Web Services,Treasury,WTG TECHNOLOGIES LTD,,5106165201,"2,250.00",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165219,"3,168.00",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165219,115.94,,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165247,31.03,,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165247,"1,863.00",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165260,95.11,,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165260,"2,235.60",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165267,"8,662.98",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165271,"2,217.60",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165271,12.76,,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106165292,"5,025.22",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Localism,CAPITA RESOURCING LTD,,5106165245,509.16,,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Localism,CAPITA RESOURCING LTD,,5106165245,"2,459.18",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106165269,"1,044.00",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106165275,"1,044.00",,
Communities & Local Government,DCLG,29/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106165275,124.37,,
Communities & Local Government,DCLG,29/06/2011,Current Grants to Non Profit Bodies,Localism,HOUSING ASSOC CHARITABLE TRUST,Yes,2100205234,"50,000.00",Yes,
Communities & Local Government,DCLG,29/06/2011,Current Grants to Non Profit Bodies,Localism,SCHOOL FOR SOCIAL ENTREPRENEURS,Yes,2100205235,"50,000.00",Yes,
Communities & Local Government,DCLG,29/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106165054,718.76,,
Communities & Local Government,DCLG,29/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106165213,"2,432.32",,
Communities & Local Government,DCLG,29/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106165217,"1,323.00",,
Communities & Local Government,DCLG,29/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106165221,945.00,,
Communities & Local Government,DCLG,29/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106165223,567.00,,
Communities & Local Government,DCLG,29/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106165225,"7,103.90",,
Communities & Local Government,DCLG,29/06/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,,5106165227,"1,412.46",,
Communities & Local Government,DCLG,29/06/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,,2100205194,"7,880,698.00",Yes,
Communities & Local Government,DCLG,29/06/2011,IT Maintenance,Finance & Corporate Services,ORACLE CORPORATION UK LTD,,5106165283,844.80,,
Communities & Local Government,DCLG,29/06/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,118.08,,
Communities & Local Government,DCLG,29/06/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,236.16,,
Communities & Local Government,DCLG,29/06/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,540.48,,
Communities & Local Government,DCLG,29/06/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,83.03,,
Communities & Local Government,DCLG,29/06/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,88.46,,
Communities & Local Government,DCLG,29/06/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,88.46,,
Communities & Local Government,DCLG,29/06/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,4.62,,
Communities & Local Government,DCLG,29/06/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,2.62,,
Communities & Local Government,DCLG,29/06/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,4.85,,
Communities & Local Government,DCLG,29/06/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,3.77,,
Communities & Local Government,DCLG,29/06/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,3.77,,
Communities & Local Government,DCLG,29/06/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106165145,1.88,,
Communities & Local Government,DCLG,29/06/2011,Post,Treasury,DCLG GOVERNMENT PROCUREMENT CARD,,1000003315,"1,854.00",,
Communities & Local Government,DCLG,29/06/2011,Publications,Treasury,DCLG GOVERNMENT PROCUREMENT CARD,,1000003313,862.00,,
Communities & Local Government,DCLG,29/06/2011,Publications,Treasury,LEXIS-NEXIS UK,,5106165254,"1,693.29",,
Communities & Local Government,DCLG,29/06/2011,Rates,Finance & Corporate Services,WESTMINSTER CITY COUNCIL,,5106165286,"480,351.53",,
Communities & Local Government,DCLG,29/06/2011,Rates,Finance & Corporate Services,WESTMINSTER CITY COUNCIL,,5106165287,"480,351.53",,
Communities & Local Government,DCLG,29/06/2011,Rates,Finance & Corporate Services,WESTMINSTER CITY COUNCIL,,5106165288,"480,351.53",,
Communities & Local Government,DCLG,29/06/2011,Subscriptions,Finance & Corporate Services,BRITISH STANDARDS INSTITUTION,,5106165250,680.40,,
Communities & Local Government,DCLG,29/06/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106164335,"1,062.00",,
Communities & Local Government,DCLG,30/06/2011,Current Grants to Non Profit Bodies,Neighbourhoods,HOMELESS LINK,Yes,5000168006,"750,000.00",Yes,
Communities & Local Government,DCLG,30/06/2011,Current Grants to Non Profit Bodies,Neighbourhoods,SITRA (SERVICES),Yes,5000168007,"100,140.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,AMBER VALLEY BC,,5000167871,"315,022.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BARNET LBC,,5000167872,"558,666.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BARNSLEY MBC,,5000167873,"83,916.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BARNSLEY MBC,,5000167874,"362,405.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BIRMINGHAM CITY CNCL,,5000167875,"12,577,825.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BLACKPOOL BC,,5000167876,"656,685.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BOLTON MBC,,5000167877,"253,500.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BOURNEMOUTH DC,,5000167878,"313,545.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BRADFORD MBC,,5000167879,"768,457.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BRECKLAND DC,,5000167853,"175,216.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BRENT LB (HSG),,5000167855,"310,492.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BRIGHTON & HOVE CITY COUNCIL,,5000167880,"374,553.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,BRIGHTON & HOVE CITY COUNCIL,,5000167881,"376,228.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CAMBRIDGESHIRE COUNTY CNCL,,5000167882,"425,922.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CAMBRIDGESHIRE COUNTY CNCL,,5000167883,"672,868.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CHESHIRE POLICE AUTHORITY (RSG),,5000167966,"802,990.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CHESHIRE POLICE AUTHORITY (RSG),,5000167967,"1,004,385.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CITY OF SUNDERLAND (HSG),,5000167857,"546,304.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CITY OF WAKEFIELD MDC,,5000167956,"343,010.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CLEVELAND POLICE AUTHORITY,,5000167968,"791,175.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CLEVELAND POLICE AUTHORITY,,5000167969,"235,267.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,COPELAND BC,,5000167858,"209,207.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CORNWALL UNITARY AUTHORITY,,5000168004,"844,524.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CORNWALL UNITARY AUTHORITY,,5000168005,"150,902.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,COVENTRY CITY CNCL,,5000167885,"1,247,434.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CROYDON LB,,5000167886,"717,143.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CUMBRIA COUNTY CNCL,,5000167887,"2,970,509.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,CUMBRIA POLICE AUTHORITY (RSG),,5000167970,"171,927.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,DERBY CITY CNCL,,5000167889,"718,430.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,DERBYSHIRE POLICE AUTHORITY (RSG,,5000167971,"596,646.00",Yes,
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,DERBYSHIRE POLICE AUTHORITY (RSG,,5000167972,"87,048.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,DORSET COUNTY CNCL,,5000167890,"636,614.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,DORSET POLICE AUTHORITY (RSG),,5000167973,"1,129,844.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,DORSET POLICE AUTHORITY (RSG),,5000167974,"586,436.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,DUDLEY MBC,,5000167891,"34,663.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,EALING LB,,5000167892,"509,191.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,EALING LB,,5000167893,"459,774.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,EAST LONDON WASTE AUTHORITY,,5000167994,"963,392.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,EAST SUSSEX COUNTY CNCL,,5000167894,"749,106.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,ENFIELD LB,,5000167895,"477,469.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,ESSEX COUNTY CNCL,,5000167896,"1,905,476.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,GLOUCESTERSHIRE CONSTABULARY (RS,,5000167975,"565,271.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,GREATER MANCHESTER POL AUTH (RSG,,5000167978,"1,328,728.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,GREENWICH LB,,5000167898,"522,777.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,GTR  MANCHESTER WASTE DISPOSAL AUTH,,5000168008,"2,504,644.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,HAMMERSMITH & FULHAM LB,,5000167900,"273,398.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,HAMPSHIRE COUNTY COUNCIL,,5000167901,"2,343,280.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,HARROW LB,,5000167902,"58,961.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,HARROW LB,,5000167903,"241,412.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,HEREFORDSHIRE COUNCIL,,5000167859,"340,559.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,HERTFORDSHIRE COUNTY CNCL,,5000167904,"467,682.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,HULL CITY COUNCIL,,5000167910,"193,200.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,ISLE OF WIGHT CNCL,,5000167905,"311,898.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,ISLINGTON LB,,5000167906,"709,216.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,ISLINGTON LB,,5000167907,"256,220.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,KENT COUNTY CNCL,,5000167909,"480,542.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,KENT POLICE AUTHORITY,,5000167979,"872,174.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,KENT POLICE AUTHORITY,,5000167980,"558,853.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,KIRKLEES COUNCIL (HSG),,5000167860,"807,862.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LANCASHIRE COUNTY CNCL,,5000167913,"1,711,497.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LEEDS CITY CNCL,,5000167916,"234,065.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LEEDS CITY CNCL,,5000167917,"1,905,846.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LEEDS CITY CNCL,,5000167918,"580,274.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LEICESTER CITY CNCL (HSG),,5000167861,"40,971.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LEICESTER CITY CNCL (HSG),,5000167862,"647,782.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LEWISHAM LB (HSG),,5000167863,"230,926.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LONDON BOROUGH OF BRENT,,5000167993,"196,734.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LONDON BOROUGH OF HACKNEY,,5000167899,"346,854.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LONDON BOROUGH OF LAMBETH,,5000167911,"84,896.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,LONDON BOROUGH OF LAMBETH,,5000167912,"346,914.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,MANCHESTER CITY CNCL (HSG),,5000167864,"729,349.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NEWCASTLE UPON TYNE DC,,5000167919,"283,336.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NEWCASTLE UPON TYNE DC,,5000167920,"522,436.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NEWCASTLE UPON TYNE DC,,5000167921,"802,037.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORFOLK COUNTY COUNCIL,,5000167922,"35,336.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORFOLK COUNTY COUNCIL,,5000167923,"766,482.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORFOLK POLICE AUTHORITY (RSG),,5000167981,"827,242.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORFOLK POLICE AUTHORITY (RSG),,5000167982,"1,635,159.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORTH TYNESIDE MBC,,5000167925,"186,838.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORTH TYNESIDE MBC,,5000167926,"425,148.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORTHAMPTONSHIRE COUNTY COUNCIL,,5000167927,"332,519.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORTHUMBERLAND COUNTY COUNCIL,,5000167999,"785,264.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORTHUMBRIA POLICE AUTH (RSG),,5000167983,"61,063.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NORWICH CITY CNCL,,5000167928,"357,256.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NOTTINGHAM CITY COUNCIL,,5000167929,"278,923.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NOTTINGHAM CITY COUNCIL,,5000167930,"5,657,606.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NOTTINGHAM CITY COUNCIL,,5000167931,"865,250.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NOTTINGHAMSHIRE COUNTY CNCL,,5000167932,"749,627.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NOTTINGHAMSHIRE POLICE AU (RSG),,5000167984,"147,053.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,NOTTINGHAMSHIRE POLICE AU (RSG),,5000167985,"317,378.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,OLDHAM MBC,,5000167933,"450,864.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,PORTSMOUTH CITY COUNCIL,,5000167934,"2,461,726.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,PORTSMOUTH CITY COUNCIL,,5000167935,"109,109.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,READING BC,,5000167936,"745,403.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,REDCAR & CLEVELAND BOROUGH COUNCIL,,5000167937,"333,370.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,REDCAR & CLEVELAND BOROUGH COUNCIL,,5000167938,"425,081.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,RICHMOND UPON THAMES LB,,5000167939,"213,056.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,ROCHDALE MBC,,5000167940,"63,208.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,ROTHERHAM MBC,,5000167941,"452,699.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SANWELL MBC,,5000167996,"653,353.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SEFTON MBC,,5000167942,"140,172.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SHEFFIELD CITY CNCL,,5000167943,"699,562.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SHROPSHIRE UNITARY AUTHORITY,,5000168001,"796,402.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SHROPSHIRE UNITARY AUTHORITY,,5000168002,"380,661.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SOUTH GLOUCESTERSHIRE DC (HSG),,5000167866,"763,076.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SOUTH TYNESIDE COUNCIL,,5000167944,"633,705.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SOUTH YORKSHIRE PASSENGER TRANSPORT,,5000167995,"964,918.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SOUTHAMPTON CITY CNCL,,5000167945,"500,785.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SOUTHWARK LB,,5000167946,"694,058.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,STAFFORDSHIRE COUNTY CNCL,,5000167947,"385,399.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,STAFFORDSHIRE COUNTY CNCL,,5000167948,"136,331.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,STOKE ON TRENT CITY COUNCIL,,5000167949,"336,502.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,STOKE ON TRENT CITY COUNCIL,,5000167950,"337,733.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SURREY COUNTY CNCL,,5000167951,"1,987,002.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SURREY COUNTY CNCL,,5000167952,"1,488,791.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SURREY COUNTY CNCL,,5000167953,"761,479.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,SUSSEX POLICE AUTHORITY,,5000167986,"815,814.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,TAMESIDE MBC,,5000167954,"500,122.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,THAMES VALLEY POLICE AUTHORITY (,,5000167987,"257,973.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,TOWER HAMLETS LB (HSG),,5000167869,"263,382.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,TRAFFORD MBC,,5000167955,"164,567.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,UTTLESFORD DC,,5000167870,"112,488.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WALSALL MBC,,5000167957,"398,837.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WEST BERKSHIRE COUNCIL,,5000167960,"578,124.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WEST SUSSEX CC,,5000167961,"530,989.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WEST SUSSEX CC,,5000167962,"1,517,242.00",Yes
Communities & Local Government,DCLG,30/06/2011,LA PFI special grant payable,Finance & Corporate Services,WESTMINSTER CITY CNCL,,5000167963,"102,510.00",Yes
