"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-02","HEO-D","25152","33027","Statistical Officer","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-02","SEO-D","30885","40917","Accountant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-02","SEO-D","30885","40917","Policy Adviser","1.9","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-02","SEO-D","30885","40917","Statistical Officer","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-03","EA-D","16517","22126","Team Support","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-03","EO-D","20133","27281","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-03","EO-D","20133","27281","Policy Adviser","1.41","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-03","G6-D","52215","67714","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-03","G7-D","43129","55882","Senior Policy Adviser","6","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-03","HEO-D","25152","33027","Policy Adviser","5.67","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-03","SEO-D","30885","40917","Policy Adviser","5","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-04","EA-D","16517","22126","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-04","EA-D","16517","22126","Team Support","0.6","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-04","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-04","G7-D","43129","55882","Senior Policy Adviser","7.79","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-04","HEO-D","25152","33027","Policy Adviser","10.46","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","FESI - Further Education and Skills Investment (BS)","SCS1-01-04-04","SEO-D","30885","40917","Policy Adviser","5.8","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS1-01-05-01","G6-B","50043","67313","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS1-01-05-01","HEO-B","23570","32866","Policy Adviser","4.62","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS1-01-05-01","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ED - Enterprise Directorate (BS)","SCS1-01-05-01","SEO-B","28741","40701","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","G6-B","50043","67313","Senior Policy Adviser","3.34","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","G7-B","40686","55562","Senior Policy Adviser","7.06","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","HEO-B","23570","32866","Policy Adviser","8","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","HEO-D","25152","33027","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","SEO-B","28741","40701","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-02","SEO-D","30885","40917","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","EDD - Economic Development Directorate (BS)","SCS1-01-05-04","G7-D","43129","55882","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","EA-D","16517","22126","Team Support","0.43","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","EO-D","20133","27281","Policy Adviser","1.87","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","G6-D","52215","67714","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","HEO-D","25152","33027","Policy Adviser","2.65","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-01","SEO-D","30885","40917","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-02","EA-D","16517","22126","Team Support","3.81","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-02","EO-D","20133","27281","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-02","G6-D","52215","67714","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-02","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-02","G7-D","43129","55882","Senior Policy Adviser","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-02","HEO-D","25152","33027","Policy Adviser","3.86","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-02","SEO-D","30885","40917","Policy Adviser","3.6","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","EO-B","18763","27023","Policy Adviser","0.68","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","EO-D","20133","27281","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","G6-B","50043","67313","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","G7-D","43129","55882","Economist","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","G7-D","43129","55882","Operational Researcher","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","G7-D","43129","55882","Social Researcher","2.79","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","S - Skills (BS)","SCS1-01-06-03","HEO-B","23570","32866","Assistant Economist","2","Policy"
