Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013876,1000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013877,1683.68
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013878,10015
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013879,388.36
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013880,1421.01
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013881,169.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),10275024,-109.92
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,External Legal Advice and Services,Shareholder Executive - Shareholder Executive,FRESHFIELDS BRUCKHAUS DERINGER,1016352,58586.45
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013934,7963.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1014009,78694.51
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015053,10568.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015097,14686
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015099,97.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015100,10378.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015356,389.86
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015360,21.57
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015362,453.06
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015366,292.41
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015367,653.42
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015368,1849.26
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015370,44.63
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015371,152.32
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015373,3142.77
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015375,65
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015376,475.43
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015377,120.01
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015379,14688.17
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015379,4104.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015380,401.59
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015381,18773.58
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015382,8.02
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015383,110.34
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015385,2351.4
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015389,1188.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015390,323.24
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015392,307.46
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015393,530.45
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015394,4794
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015395,108.47
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015396,216
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015397,236.61
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015398,493.56
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015400,122.07
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015402,8.66
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015403,73.62
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015404,4.83
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015406,173.07
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",05/01/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1015407,521.99
