Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Other UK Travel & Subsistence,Market and Frameworks Group - Corporate Law and Governance,"Personal Expense, Name Witheld",10277896,7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Rail Fares,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10277897,23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Mileage Allowances,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277913,96.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Rail Fares Overseas,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld",10277914,4.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Hotels Overseas,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld",10277914,113.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Government Office For Science,"Personal Expense, Name Witheld",10277914,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Rail Fares,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277915,11.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277915,42.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277916,13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Rail Fares Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277916,1.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Air Fares Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277916,241.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Hotels Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277916,514.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Subsistence Payments Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277916,113.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Subsistence Payments Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277916,25.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld",10277916,50
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Rail Fares,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277917,3.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Hotels Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277917,612.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Subsistence Payments Overseas,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277917,160.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - ECO,"Personal Expense, Name Witheld",10277917,65.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Office Supplies (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",10277921,28.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Rail Fares,Market and Frameworks Group - Consumer and Competition Policy,"Personal Expense, Name Witheld",10277925,19.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Taxis,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,"Personal Expense, Name Witheld",10277926,9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Rail Fares,"ESBR - Economics, Strategy & Growth","Personal Expense, Name Witheld",10277927,88.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Taxis,"ESBR - Economics, Strategy & Growth","Personal Expense, Name Witheld",10277927,27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Rail Fares,"ESBR - Economics, Strategy & Growth","Personal Expense, Name Witheld",10277928,120
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2011,Taxis,"ESBR - Economics, Strategy & Growth","Personal Expense, Name Witheld",10277928,21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Taxis,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277929,28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Other UK Travel & Subsistence,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277929,3.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Taxis Overseas,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld",10277929,12.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Air Fares Overseas,Knowledge and Innovation Group - Higher Education,"Personal Expense, Name Witheld",10277930,195.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Taxis Overseas,Knowledge and Innovation Group - Higher Education,"Personal Expense, Name Witheld",10277930,44.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Hotels Overseas,Knowledge and Innovation Group - Higher Education,"Personal Expense, Name Witheld",10277930,318.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Higher Education,"Personal Expense, Name Witheld",10277930,59.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Rail Fares,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277931,10.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Rail Fares Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277931,7.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277931,70.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277931,12.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Rail Fares,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277932,1.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Other UK Travel & Subsistence,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277932,2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Rail Fares Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277932,6.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",10277932,86.84
