Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,997102,685.824
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Mileage Allowances,"Legal, People & Communications Group - Legal","Personal Expense, Name Witheld",10269764,535.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Mileage Allowances,"Legal, People & Communications Group - Legal","Personal Expense, Name Witheld",10269756,608.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hotels,Office of Manpower Economics - Office of Manpower Economics,"Personal Expense, Name Witheld",10269759,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hotels Overseas,Fair Markets Group Summary - Europe and World Trade Directorates,"Personal Expense, Name Witheld",10269740,602.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Office Supplies,Universities and Skills Group - USG Admin,PINPOINT FACILITATION LTD,996372,534.625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Catering Services,Strategic Policy Analysis - Strategic Policy Analysis,PUBLIC RESTAURANT PARTNER LTD T/A COMPANY OF COOKS,997106,1089.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Professional/Management),Universities and Skills Group - USG Admin,Reed Personnel Services Ltd,997155,521.794
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Professional/Management),Universities and Skills Group - USG Admin,Reed Personnel Services Ltd,997158,845.63575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,Reed Personnel Services Ltd,997031,-731.00275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,Reed Personnel Services Ltd,997031,622.12725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,Reed Personnel Services Ltd,997031,731.00275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Office Equipment,Fair Markets Group Summary - Consumer and Competition Policy,RICOH UK LTD,996391,514.086
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,TFPL LTD,996995,1021.122
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Entertaining UK,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE TRAVELLERS CLUB,997060,832.94575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Finance Group,VENN GROUP LTD,996978,1067.7695
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Mobile Phones,Business Group - Advanced Manufacturing Industries,VODAFONE LTD,997171,-124.315
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CB RICHARD ELLIS,997050,881250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996960,520
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997003,653.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,ICT Business Specific Application Services,Finance & Commercial Group - Information and Workplace Strategies,IMS LTD (INTEREXPORT MANAGEMENT SYSTEMS LTD),997063,610
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Rates,Finance & Commercial Group - Information and Workplace Strategies,NOTTINGHAM CITY COUNCIL,997061,571.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Rates,Finance & Commercial Group - Information and Workplace Strategies,NOTTINGHAM CITY COUNCIL,997061,8655.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Other External Recruitment Costs (Staff),Strategic Policy Analysis - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,997030,4655
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Postage,Finance & Commercial Group - Information and Workplace Strategies,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,997182,6060
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,SYSTEM PROFESSIONAL LTD,996983,1245
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,VISIONLINK COMMUNICATION SERVICES LTD,997115,720
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,979893,-189621.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,979892,-9329.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,996609,-31.725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,996581,23741.4155
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,997120,3341.6765
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Entertaining Overseas (Programme),Business Group - Information Economy,NOVAE RESTAURATION SA,996368,5061.41946
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE ROYAL SOCIETY,997191,11000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"ROYAL ACADEMY OF ENGINEERING, RAE",997189,1045909
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH ACADEMY,997190,1108000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Outsourced Programme Management Services,SCIENCE & RESEARCH GROUP - RESEARCH BASE,AEA TECHNOLOGY plc,997044,101050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,996966,1143.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,996966,1340.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,996966,4386.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,997053,4563.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,997109,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,CAMPDEN GROUP SERVICES LTD,997018,676
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,CAMPDEN GROUP SERVICES LTD,997018,528.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269737,566
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Conference and Exhibition Services (Programme),Universities and Skills Group - Further Education,ADB (INTERNATIONAL) LTD,997113,1655
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/05/10,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,ANGELA REID MOSAIC LEARNING SOLUTIONS,997169,4282.875
