Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1024959,825.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Copyright Fees,Finance & Commercial Group - Commercial Directorate,THE COPYRIGHT LICENSING AGENCY LTD,1024972,38037.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Copyright Fees,Finance & Commercial Group - Commercial Directorate,THE COPYRIGHT LICENSING AGENCY LTD,1024972,12960
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,HASSELL FREE FILING LTD,1025034,210
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Translation Services,Finance & Commercial Group - Commercial Directorate,FCO SERVICES,1025247,178.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Commercial Directorate,BROOK STREET (UK) LTD,1025447,823.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Mileage Allowances,Finance & Commercial Group - Commercial Directorate,"Personal Expense, Name Witheld.",10277069,145.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Subsistence Payments,Finance & Commercial Group - Commercial Directorate,"Personal Expense, Name Witheld.",10277069,16.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Other UK Travel & Subsistence,Finance & Commercial Group - Commercial Directorate,"Personal Expense, Name Witheld.",10277069,15.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Rail Fares,Finance & Commercial Group - Commercial Directorate,"Personal Expense, Name Witheld.",10277257,40.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,1022931,3630.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,JUSTIS PUBLISHING LTD,1023900,7680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,SWETS INFORMATION SERVICES,1023924,248.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,ACKNOWLEDGE LTD,1023940,2370
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Commercial Directorate,THE STATIONERY OFFICE LTD,1025105,178.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Entertaining UK,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10276885,36.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Entertaining UK,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277310,18.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1023495,584.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1023522,609.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1023545,734.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1023666,428.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1023672,400.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1023680,455.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",WALKER-COX LTD (A RANDSTAD COMPANY),1023820,13966.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1023926,2118
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1023928,2280
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1023929,1590
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1023930,1590
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1023931,1351.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024328,525.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024329,438.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024400,360.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024401,428.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024467,430.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024469,258.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024472,337.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024500,382.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024501,514.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024502,438.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1024594,4236
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1024597,1081.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1024602,2118
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1024607,2280
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1024609,1117.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MORGAN LAW PARTNERS LLP,1024611,1590
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1024785,792.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1024786,654.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1024790,650.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024955,58.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024955,346.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024956,413.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024958,410.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024976,303.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024976,123.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024984,398.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1025010,345.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1025110,514.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1025111,55.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1025158,419.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Other HR Consultancy,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MENDAS LTD,1025351,105190
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1025436,426.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1025448,84.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1025460,398.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Technical Advice / Services & Support,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",WORKING FAMILIES,1023945,1056.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GREATER LONDON HIRE LTD,1023976,62.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GREATER LONDON HIRE LTD,1023976,3.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1024075,2700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Child Care,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",TINIES UK LTD,1024160,1140
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GREATER LONDON HIRE LTD,1024653,20.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Technical Advice / Services & Support,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GLASSHOUSE CONSULTING LTD,1024672,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Technical Advice / Services & Support,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GLASSHOUSE CONSULTING LTD,1024674,1200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BUSINESS IN THE COMMUNITY,1024675,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025293,693722.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025296,91225.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025297,11208.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025298,9867.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025299,3545.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025300,1780.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025302,518.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Payment-Recovery of Overpayment re Exits,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1025303,499.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Car Hire and Leasing,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ARVAL (UK) LTD,1023397,64.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Child Care,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",KIDDI VOUCHERS LTD,1023582,756
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Other Staff Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1023669,1152
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LIFE ACADEMY,1022920,1195.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NANCY BEESLEY T/A ALTA VITA ASSOCIATES,1023818,1769.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,ICT Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ACKNOWLEDGE LTD,1024342,585
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1007382,-173.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1024478,1760
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEPARTMENT FOR TRANSPORT,1023899,1073.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",CABINET OFFICE,1023904,2796.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEPARTMENT FOR TRANSPORT,1023918,3547.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEPARTMENT FOR TRANSPORT,1023920,3451.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEFRA,1023922,1918.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MINISTRY OF JUSTICE,1024162,5479.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE TREASURY SOLICITORS,1024166,14263.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE TREASURY SOLICITORS,1024170,3637.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE TREASURY SOLICITORS,1024177,7107.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",THE TREASURY SOLICITORS,1024179,1484.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEPARTMENT FOR TRANSPORT,1024411,1713.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEPARTMENT FOR TRANSPORT,1024412,235.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEPARTMENT FOR TRANSPORT,1024415,4252.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/04/2011,Two-Way Match Accruals (MANUAL),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DEPARTMENT FOR TRANSPORT,1024415,2748.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Season Ticket and Bicycle Loans,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",PEOPLE PAY AND PENSIONS AGENCY,1024928,7592
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1023616,423.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1023674,360.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Stationery,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",COMPANIES HOUSE,1024211,1609.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Other Accommodation Charges,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",DRAGON FIRE & SECURITY SYSTEMS LTD,1024214,257.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1024398,337.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Publications,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1024832,400.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Publications,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1024833,381.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Publications,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1024834,288.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Hire of Office Equipment,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ANGLO FINANCIAL SERVICES,1025009,868.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/04/2011,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OGC BUYING SOLUTIONS,1023684,8948.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/04/2011,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1025043,12641.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/04/2011,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,1025045,6079.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277048,281.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Taxis,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277306,19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Other UK Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277306,3.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Other UK Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277306,2.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Taxis,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277307,14.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Taxis,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277308,16.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Taxis,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10277309,32.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/04/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1023579,1368.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/04/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1023580,85.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/04/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1023583,362.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,External Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",WALKER-COX LTD (A RANDSTAD COMPANY),1023893,3626.74
