Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,02/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,MARSHALL SPECIALIST VEHICLES  LIMITED,CB5 8RX,826877,416667
Ministry of Defence,Ministry of Defence,26/08/2011,Food and clothing,Defence Infrastructure Organisation ,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000061771,410347.1
Ministry of Defence,Ministry of Defence,17/08/2011,Fuel for military use,Land Forces,ARVAL UK LTD,SN5 6PE,832605,403249.12
Ministry of Defence,Ministry of Defence,24/08/2011,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,835691,396175.06
Ministry of Defence,Ministry of Defence,25/08/2011,Food and clothing,Land Forces,TECHNOGYM U K LIMITED,RG12 8PE,836509,389418.3
Ministry of Defence,Ministry of Defence,10/08/2011,Property leases,Defence Infrastructure Organisation ,COVESEA LIMITED,EH2 2PJ,830035,382685.96
Ministry of Defence,Ministry of Defence,01/08/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,826555,379959.54
Ministry of Defence,Ministry of Defence,09/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,829460,377914
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of plant and machinery,Defence Equipment & Support,RUBB BUILDINGS LTD,NE11 0QE,829277,373860
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,VSM ESTATES LIMITED,B32 1AF,828249,366363.6
Ministry of Defence,Ministry of Defence,04/08/2011,"Purchase of munitions, other inventory or fuel",Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000012364,365632.29
Ministry of Defence,Ministry of Defence,18/08/2011,Medical treatment & stores and welfare services,Central TLB,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,B29 6JS,833680,364056
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Sub Contracted Research,Programme Office,MBDA FRANCE S.A.S.,,V - 0000001758 - 00115942,363241
Ministry of Defence,Ministry of Defence,08/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,VAN WIJNGAARDEN MARINE SERVICES B V,,3000005806,358354
Ministry of Defence,Ministry of Defence,11/08/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,830419,352401.35
Ministry of Defence,Ministry of Defence,11/08/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000061049,351355.23
Ministry of Defence,Defence Science and Technology Laboratory,12/08/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000135174 - 00112860,345536
Ministry of Defence,Ministry of Defence,15/08/2011,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,831662,343873.87
Ministry of Defence,Defence Science and Technology Laboratory,05/08/2011,IT Hardware,Infrastructure,STERIA LIMITED,,V - 9000134961 - 00114679,342212.08
Ministry of Defence,Ministry of Defence,01/08/2011,Fees for professional services,Central TLB,TNT UK LIMITED,BL0 9AR,826637,336598.59
Ministry of Defence,Ministry of Defence,16/08/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,832089,334309.11
Ministry of Defence,Ministry of Defence,31/08/2011,Fuel for military use,Land Forces,ARVAL UK LTD,SN5 6PE,837832,334129.91
Ministry of Defence,Ministry of Defence,01/08/2011,Design services and minor equipment purchases,Air Command,T.G. POWER LTD,G51 3EQ,826614,333499
Ministry of Defence,Ministry of Defence,23/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,835100,332965
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000135400 - 00113822,332917
Ministry of Defence,Ministry of Defence,01/08/2011,Medical treatment & stores and welfare services,Land Forces,SSAFA GSTT CARE LLP,SE1 2LP,5000060451,332642.35
Ministry of Defence,Ministry of Defence,12/08/2011,Externally delivered education and training,Land Forces,DEFLOG VQ TRUST LIMITED,HU17 8DY,831105,330344.28
Ministry of Defence,Ministry of Defence,19/08/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,833763,327529.26
Ministry of Defence,Ministry of Defence,26/08/2011,Medical treatment & stores and welfare services,Land Forces,SSAFA GSTT CARE LLP,SE1 2LP,5000061784,321097.78
Ministry of Defence,Ministry of Defence,05/08/2011,Purchase of information and communications technology,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,OX25 1LP,828499,319332.93
Ministry of Defence,Ministry of Defence,25/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,836064,317238.6
Ministry of Defence,Ministry of Defence,18/08/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,833621,316186.14
Ministry of Defence,Ministry of Defence,11/08/2011,Property leases,Defence Infrastructure Organisation ,BANNOCKBURN HOMES LIMITED,EH2 1DF,830443,308780
Ministry of Defence,Ministry of Defence,08/08/2011,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,BH23 6BS,828846,306690.92
Ministry of Defence,Ministry of Defence,25/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,VT FLAGSHIP LTD,PO6 4PR,836557,304168.8
Ministry of Defence,Ministry of Defence,19/08/2011,Payment of utilities,Defence Infrastructure Organisation ,NEW ENERGIE GMBH,,5000061360,303088.69
Ministry of Defence,Defence Science and Technology Laboratory,05/08/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000134988 - 00114186,300000
Ministry of Defence,Ministry of Defence,22/08/2011,Medical treatment & stores and welfare services,Central TLB,SOUTH TEES HOSPITALS NHS TRUST,TS4 3BW,834888,299926
Ministry of Defence,Ministry of Defence,04/08/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,827642,299001.24
Ministry of Defence,Ministry of Defence,04/08/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,827691,298629.71
Ministry of Defence,Ministry of Defence,23/08/2011,Medical treatment & stores and welfare services,Land Forces,WRVS SERVICES WELFARE LIMITED,CF23 8RP,835471,295619.28
Ministry of Defence,Ministry of Defence,25/08/2011,Medical treatment & stores and welfare services,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,836134,293079.29
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,833856,290501.28
Ministry of Defence,Ministry of Defence,04/08/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000060668,290191.37
Ministry of Defence,Ministry of Defence,31/08/2011,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000061879,290019.5
Ministry of Defence,Ministry of Defence,22/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,834425,289918
Ministry of Defence,Ministry of Defence,09/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,829873,287695
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of plant and machinery,Defence Equipment & Support,G3 SYSTEMS LIMITED,DT5 1PY,833923,287159.04
Ministry of Defence,Ministry of Defence,16/08/2011,Purchase of inventory and services ,Defence Equipment & Support,AUSTIN HAYES LTD,LS19 7BD,832080,286255.98
Ministry of Defence,Ministry of Defence,08/08/2011,General services and support,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,828933,286070.79
Ministry of Defence,Ministry of Defence,03/08/2011,Payment of utilities,Defence Infrastructure Organisation ,STADT MUENSTER,,5000060641,285984.8
Ministry of Defence,Ministry of Defence,12/08/2011,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,831461,285085.39
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Materials & Equipment,Operations,BARCLAYCARD,,G - 9000135415 - 00116696,283318.9
Ministry of Defence,Defence Science and Technology Laboratory,05/08/2011,Sub Contracted Work,Operations,MORF PRODUCTS LIMITED,,V - 0000000640 - 00114693,280408.77
Ministry of Defence,Ministry of Defence,09/08/2011,Rent and rates,Defence Infrastructure Organisation ,EDEN DISTRICT COUNCIL,CA11 7QF,829558,279552.59
Ministry of Defence,Ministry of Defence,03/08/2011,IT and communication services,Defence Equipment & Support,AEP NETWORKS LIMITED,HP2 7BW,827089,279174.48
Ministry of Defence,Defence Science and Technology Laboratory,12/08/2011,Sub Contracted Research,Programme Office,MBDA UK LIMITED,,V - 9000135107 - 00114547,278806.2
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Sub Contracted Research,Programme Office,MBDA UK LIMITED,,V - 9000135312 - 00116106,278806.2
Ministry of Defence,Ministry of Defence,17/08/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000061227,278014.72
Ministry of Defence,Ministry of Defence,04/08/2011,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000060731,272700.01
Ministry of Defence,United Kingdom Hydrographic Office,10/08/2011,Insurance,Finance Branch,Willis Limited,,2000055398,272600.01
Ministry of Defence,Ministry of Defence,26/08/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,837127,272316.22
Ministry of Defence,Ministry of Defence,25/08/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,836151,272269.85
Ministry of Defence,United Kingdom Hydrographic Office,22/08/2011,Assets under construction,ICT Delivery Business Group,CARIS B.V.,,1500012556,270314.33
Ministry of Defence,Ministry of Defence,11/08/2011,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,BFPO 53,4000005540,268619.52
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000135513 - 00115040,268100
Ministry of Defence,Ministry of Defence,09/08/2011,Estate management,Air Command,SERCO LIMITED,RG27 9UY,829805,267282.34
Ministry of Defence,Ministry of Defence,26/08/2011,Estate management,Defence Infrastructure Organisation ,PRIDE (SERP) LTD,GU11 2ER,836998,265535.5
Ministry of Defence,United Kingdom Hydrographic Office,04/08/2011,"Computers, peripherals, software",ICT Delivery Business Group,Insight Direct UK Ltd,,2000055345,265110
Ministry of Defence,Ministry of Defence,30/08/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,837759,263630.78
Ministry of Defence,Ministry of Defence,17/08/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,832797,261233.63
Ministry of Defence,Ministry of Defence,23/08/2011,Purchase of information and communications technology,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,835194,258788.59
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Local Authority Rates,Infrastructure,WILTSHIRE COUNTY COUNCIL,,V - 9000135534 - 00116407,257635
Ministry of Defence,Ministry of Defence,24/08/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,835517,257454.66
Ministry of Defence,Ministry of Defence,25/08/2011,Design services and minor equipment purchases,Central TLB,AKHTER COMPUTERS PUBLIC LIMITED COMPANY,CM18 7PN,836030,256000
Ministry of Defence,Ministry of Defence,17/08/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,832611,255374.02
Ministry of Defence,Ministry of Defence,01/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,RMPA SERVICES PLC,CO2 7ST,826546,255020.96
Ministry of Defence,Ministry of Defence,12/08/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000061105,254698.37
Ministry of Defence,Ministry of Defence,31/08/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,838213,254584.14
Ministry of Defence,Ministry of Defence,19/08/2011,Property leases,Defence Infrastructure Organisation ,TRICOMM HOUSING (PORTSMOUTH) LIMITED,EH3 7HL,834237,251671.08
Ministry of Defence,Ministry of Defence,19/08/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE HERFORD GMBH,,5000061371,251327.44
Ministry of Defence,Ministry of Defence,15/08/2011,Purchase of inventory and services ,Defence Equipment & Support,AUSTIN HAYES LTD,LS19 7BD,831582,250317.71
Ministry of Defence,Ministry of Defence,16/08/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,832089,248775.46
Ministry of Defence,Ministry of Defence,19/08/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,SE1 7DU,833822,248628.4
Ministry of Defence,Ministry of Defence,26/08/2011,Food and clothing,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000005867,248245.56
Ministry of Defence,Ministry of Defence,22/08/2011,Rent and rates,Defence Infrastructure Organisation ,RUSHMOOR BOROUGH COUNCIL,GU14 7JU,834834,245347.89
Ministry of Defence,Ministry of Defence,23/08/2011,Medical treatment & stores and welfare services,Defence Equipment & Support,MARKET & OPINION RESEARCH INTERNATIONAL,W1U 6NS,835239,244800
Ministry of Defence,Ministry of Defence,09/08/2011,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,BFPO 53,4000005531,243400.32
Ministry of Defence,Defence Science and Technology Laboratory,31/08/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000135677 - 00116700,243034.38
Ministry of Defence,Ministry of Defence,09/08/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,829440,242477.71
Ministry of Defence,Ministry of Defence,31/08/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,838217,240862.68
Ministry of Defence,Ministry of Defence,03/08/2011,Medical treatment & stores and welfare services,Air Command,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,827588,240485.25
Ministry of Defence,Ministry of Defence,05/08/2011,Medical treatment & stores and welfare services,Central TLB,PLYMOUTH HOSPITALS NHS TRUST,PL3 5QZ,162310,240000
Ministry of Defence,Ministry of Defence,24/08/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,835606,239302.38
Ministry of Defence,Ministry of Defence,01/08/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,826600,238897.99
Ministry of Defence,Ministry of Defence,22/08/2011,Rent and rates,Defence Infrastructure Organisation ,RICHMONDSHIRE DISTRICT COUNCIL,DL10 7AF,834815,236416.14
Ministry of Defence,Ministry of Defence,15/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,831639,235959.89
Ministry of Defence,Ministry of Defence,04/08/2011,Property leases,Defence Infrastructure Organisation ,KELDA WATER SERVICES (ESTATES) LIMITED,S35 2PQ,827926,233857
Ministry of Defence,Ministry of Defence,03/08/2011,General services and support,Defence Equipment & Support,LOCKHEED MARTIN OVERSEAS CORPORATION,,2000012356,233593.25
Ministry of Defence,Ministry of Defence,30/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,FLIR SYSTEMS LTD,ME19 4AQ,837358,231080.76
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,CF33 6NU,833730,228084
Ministry of Defence,Ministry of Defence,03/08/2011,Externally delivered education and training,Land Forces,SHAPE,,5000060630,227260.29
Ministry of Defence,Defence Science and Technology Laboratory,12/08/2011,Sub Contracted Research,Programme Office,MBDA UK LIMITED,,V - 0000000715 - 00114596,226399.53
Ministry of Defence,Ministry of Defence,17/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,SAGEM DEFENSE SECURITE SA.,,5000061277,226193.91
Ministry of Defence,Ministry of Defence,01/08/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,826422,225910.8
Ministry of Defence,Ministry of Defence,10/08/2011,Food and clothing,Defence Equipment & Support,ITURRI SA,OX16 3TA,3000005817,224966.89
Ministry of Defence,Ministry of Defence,16/08/2011,Fees for professional services,Central TLB,GIFFORD OWEN LTD,BA11 2WH,832244,224727
Ministry of Defence,Defence Science and Technology Laboratory,05/08/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000134990 - 00114607,223857.7
Ministry of Defence,Ministry of Defence,22/08/2011,Fees for professional services,Land Forces,G4S CARE AND JUSTICE SERVICES (UK) LIMITED,S81 7QF,834493,222041.43
Ministry of Defence,Ministry of Defence,01/08/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE DETMOLD GMBH,,5000060452,218750.01
Ministry of Defence,Ministry of Defence,30/08/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,ENERSYS LTD.,,837339,218199.38
Ministry of Defence,Ministry of Defence,03/08/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,827401,217095.25
