Department family,Entity,Date,Expense type,Expense area,Supplier,Post Code,Transaction number,Total
Ministry of Defence,Ministry of Defence,06/07/2011,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,RH2 8BF,815525,234.98
Ministry of Defence,Ministry of Defence,07/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,231.98
Ministry of Defence,Ministry of Defence,27/07/2011,Estate management,Air Command,AVENANCE PLC,SK11 6ET,824456,230.44
Ministry of Defence,Ministry of Defence,11/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,817993,229.02
Ministry of Defence,Ministry of Defence,27/07/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,228.87
Ministry of Defence,Ministry of Defence,07/07/2011,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,816171,227.53
Ministry of Defence,Ministry of Defence,22/07/2011,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,822868,226.86
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,816879,225.06
Ministry of Defence,Ministry of Defence,26/07/2011,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,824411,224.85
Ministry of Defence,Ministry of Defence,18/07/2011,Design services and minor equipment purchases,Air Command,ASPIRE DEFENCE LIMITED,SP9 7QD,820397,220.4
Ministry of Defence,Ministry of Defence,12/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,216.69
Ministry of Defence,Ministry of Defence,11/07/2011,IT and communication services,Defence Equipment & Support,XMA LTD,NG11 7EP,818095,215.16
Ministry of Defence,Ministry of Defence,13/07/2011,Estate management,Navy Command,INITIAL UK LIMITED,DY1 9FA,818870,213.41
Ministry of Defence,Ministry of Defence,20/07/2011,IT and communication services,Air Command,CANON (UK) LIMITED,RH2 8BF,821602,212.81
Ministry of Defence,Ministry of Defence,26/07/2011,Purchase of inventory and services ,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000060117,212.79
Ministry of Defence,Ministry of Defence,12/07/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,818135,212.1
Ministry of Defence,Ministry of Defence,05/07/2011,IT and communication services,Air Command,NSSLGLOBAL LIMITED,RH1 3DR,815087,211.86
Ministry of Defence,Ministry of Defence,05/07/2011,Estate management,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,209.11
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,MIL TRAINEES - AIRCREW RE-ROLING TRG,MERITAIN HEALTH,,278458,208.13
Ministry of Defence,Ministry of Defence,25/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,207.67
Ministry of Defence,Ministry of Defence,14/07/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,819661,206.35
Ministry of Defence,Ministry of Defence,07/07/2011,Rental of plant and machinery,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,816171,206.32
Ministry of Defence,Ministry of Defence,05/07/2011,"Transporation of personnel, freight and travel expenses",Air Command,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,814869,204.3
Ministry of Defence,Ministry of Defence,20/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,821602,204.19
Ministry of Defence,Ministry of Defence,27/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,824856,203.28
Ministry of Defence,Ministry of Defence,15/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,819813,202.67
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,FSM IPT OP COSTS,MERITAIN HEALTH,,278458,199.83
Ministry of Defence,Ministry of Defence,06/07/2011,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,815570,198.42
Ministry of Defence,Ministry of Defence,15/07/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,819813,196.23
Ministry of Defence,Ministry of Defence,12/07/2011,IT and communication services,Defence Equipment & Support,VEGA CONSULTING SERVICES LTD,AL7 1TW,818576,195.5
Ministry of Defence,Ministry of Defence,27/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,195.44
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,British Defence Staff -United States,MERITAIN HEALTH,,278458,195
Ministry of Defence,Ministry of Defence,25/07/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,823806,194.81
Ministry of Defence,Ministry of Defence,08/07/2011,Administration,Land Forces,CANON (UK) LIMITED,RH2 8BF,816879,193.7
Ministry of Defence,Ministry of Defence,21/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,190.86
Ministry of Defence,Ministry of Defence,06/07/2011,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,815525,190.12
Ministry of Defence,Ministry of Defence,20/07/2011,Administration,Land Forces,CANON (UK) LIMITED,RH2 8BF,821602,190.06
Ministry of Defence,Ministry of Defence,12/07/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,818135,188.1
Ministry of Defence,Ministry of Defence,18/07/2011,Food and clothing,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,186.14
Ministry of Defence,Ministry of Defence,28/07/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,825425,185.95
Ministry of Defence,Ministry of Defence,28/07/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,185.49
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,816879,184.31
Ministry of Defence,Ministry of Defence,27/07/2011,Payment of utilities,Defence Infrastructure Organisation ,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,184.26
Ministry of Defence,Ministry of Defence,21/07/2011,"Administration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,184.19
Ministry of Defence,Ministry of Defence,29/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,825662,182.19
Ministry of Defence,Ministry of Defence,06/07/2011,"Administration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,179.85
Ministry of Defence,Ministry of Defence,06/07/2011,Fees for professional services,Land Forces,CANON (UK) LIMITED,RH2 8BF,815525,178.08
Ministry of Defence,Ministry of Defence,28/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,SODEXO LTD,M50 0AL,825425,178.07
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,C(DST) NSD,MERITAIN HEALTH,,278458,178
Ministry of Defence,Ministry of Defence,28/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,SERCO LIMITED,RG27 9UY,825414,177.5
Ministry of Defence,Ministry of Defence,18/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,820496,176.6
Ministry of Defence,Ministry of Defence,27/07/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,172.24
Ministry of Defence,Ministry of Defence,19/07/2011,"Purchase of major spares armaments, medical & general stores",Land Forces,CANON (UK) LIMITED,RH2 8BF,821056,170.82
Ministry of Defence,Ministry of Defence,06/07/2011,Estate management,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,815570,170.26
Ministry of Defence,Ministry of Defence,07/07/2011,Food and clothing,Air Command,ITURRI SA,OX16 3TA,3000005682,170.01
Ministry of Defence,Ministry of Defence,21/07/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,168.99
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,821056,167.73
Ministry of Defence,Ministry of Defence,13/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,167.44
Ministry of Defence,Ministry of Defence,21/07/2011,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,822710,166.18
Ministry of Defence,Ministry of Defence,19/07/2011,Medical treatment & stores and welfare services,Air Command,BOC LIMITED,M28 2UT,821027,165.55
Ministry of Defence,Ministry of Defence,07/07/2011,Energy conservation and environmental charges.,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,816212,162.11
Ministry of Defence,Ministry of Defence,19/07/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,821143,161.68
Ministry of Defence,Ministry of Defence,25/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,823806,161.37
Ministry of Defence,Ministry of Defence,15/07/2011,Design services and minor equipment purchases,Land Forces,SIGNATURE FLIGHT SUPPORT UK  REGIONS LIMITED,LU2 9NT,820240,161.18
Ministry of Defence,Ministry of Defence,20/07/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,821504,160.46
Ministry of Defence,Ministry of Defence,07/07/2011,Estate management,Land Forces,CANON (UK) LIMITED,RH2 8BF,816171,159.77
Ministry of Defence,Ministry of Defence,14/07/2011,Transport hire charges,Defence Infrastructure Organisation ,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,RG40 3GA,819450,159.59
Ministry of Defence,Ministry of Defence,07/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,816171,158.75
Ministry of Defence,Ministry of Defence,25/07/2011,Externally delivered education and training,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,158.67
Ministry of Defence,Ministry of Defence,22/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,158.6
Ministry of Defence,Ministry of Defence,20/07/2011,General services and support,Central TLB,CANON (UK) LIMITED,RH2 8BF,821602,158.45
Ministry of Defence,Ministry of Defence,06/07/2011,IT and communication services,Navy Command,CANON (UK) LIMITED,RH2 8BF,815525,156.06
Ministry of Defence,Ministry of Defence,06/07/2011,IT and communication services,Air Command,CANON (UK) LIMITED,RH2 8BF,815525,156.02
Ministry of Defence,Ministry of Defence,21/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,155.37
Ministry of Defence,Ministry of Defence,21/07/2011,Transport hire charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,155.3
Ministry of Defence,Ministry of Defence,18/07/2011,Estate management,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,154.51
Ministry of Defence,Ministry of Defence,27/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,152.74
Ministry of Defence,Ministry of Defence,11/07/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,817993,152.66
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,815216,151.9
Ministry of Defence,Ministry of Defence,14/07/2011,Administration,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,819738,151.61
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,815556,149.27
Ministry of Defence,Ministry of Defence,12/07/2011,Estate management,Air Command,ARAMARK LTD,LS16 6QY,818122,144.46
Ministry of Defence,Ministry of Defence,06/07/2011,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,815550,142.64
Ministry of Defence,Ministry of Defence,08/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,816930,140.83
Ministry of Defence,Ministry of Defence,05/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,140.32
Ministry of Defence,Ministry of Defence,27/07/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,824417,138.47
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,BDILS,MERITAIN HEALTH,,278458,138.2
Ministry of Defence,Ministry of Defence,05/07/2011,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,LS16 6QY,814406,137.75
Ministry of Defence,Ministry of Defence,18/07/2011,Estate management,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,820391,136.78
Ministry of Defence,Ministry of Defence,04/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,814263,135.3
Ministry of Defence,Ministry of Defence,27/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,134.87
Ministry of Defence,Ministry of Defence,15/07/2011,Medical treatment & stores and welfare services,Navy Command,OPHTHALMIC TECHNOLOGIES LIMITED,BN14 8NW,820153,133.7
Ministry of Defence,Ministry of Defence,05/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,132.03
Ministry of Defence,Ministry of Defence,07/07/2011,"Administration, claims, compensation and awards",Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,816171,130.63
Ministry of Defence,Ministry of Defence,11/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,818095,128.76
Ministry of Defence,Ministry of Defence,22/07/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,128.39
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Navy Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,821094,127.99
Ministry of Defence,Ministry of Defence,06/07/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,127.94
Ministry of Defence,Ministry of Defence,25/07/2011,Administration,Defence Infrastructure Organisation ,ROYAL MAIL GROUP LIMITED,PE4 5PG,823774,127.2
Ministry of Defence,Ministry of Defence,26/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,824050,127.2
Ministry of Defence,Ministry of Defence,07/07/2011,Purchase of inventory and services ,Central TLB,C F ANDERSON & SON LIMITED,C06 1HD,816165,126.3
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Land Forces,CANON (UK) LIMITED,RH2 8BF,821056,126.03
Ministry of Defence,Ministry of Defence,05/07/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,814430,126
Ministry of Defence,Ministry of Defence,22/07/2011,"Transporation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,M50 0AL,823209,125.57
Ministry of Defence,Ministry of Defence,22/07/2011,Administration,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,124.15
Ministry of Defence,Ministry of Defence,07/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,LYRECO UK LTD,TF2 7NB,816409,122.14
Ministry of Defence,Ministry of Defence,25/07/2011,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,121.91
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,JTEG (MIL T&S),MERITAIN HEALTH,,278458,121.25
Ministry of Defence,Ministry of Defence,15/07/2011,Food and clothing,Land Forces,ARAMARK LTD,LS16 6QY,819784,121.17
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Defence Equipment & Support,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,SS14 4AR,814827,121.06
Ministry of Defence,Ministry of Defence,19/07/2011,IT and communication services,Air Command,CANON (UK) LIMITED,RH2 8BF,821056,120.41
Ministry of Defence,Ministry of Defence,28/07/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,UNITED ARAB EMIRATES GENERAL CIVIL AVIATION AUTHORITY,,2000012302,118.75
Ministry of Defence,Ministry of Defence,20/07/2011,Administration,Air Command,CANON (UK) LIMITED,RH2 8BF,821602,117.15
Ministry of Defence,Ministry of Defence,06/07/2011,"Purchase of major spares armaments, medical & general stores",Land Forces,CANON (UK) LIMITED,RH2 8BF,815525,117.14
Ministry of Defence,Ministry of Defence,21/07/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,116.9
Ministry of Defence,Ministry of Defence,07/07/2011,Rental of plant and machinery,Air Command,CANON (UK) LIMITED,RH2 8BF,816171,116.8
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,820434,116.58
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,OFFICE DEPOT UK LTD,SP10 4JZ,815845,114.84
Ministry of Defence,Ministry of Defence,19/07/2011,Rental of plant and machinery,Command Joint Operations,CANON (UK) LIMITED,RH2 8BF,821056,114.7
Ministry of Defence,Ministry of Defence,05/07/2011,Official entertainment and hospitality,Land Forces,SODEXO LTD,M50 0AL,815236,114.46
Ministry of Defence,Ministry of Defence,20/07/2011,Administration,Defence Equipment & Support,SODEXO LTD,M50 0AL,822059,114.29
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Air Command,XEROX (UK) LIMITED,BN13 1QG,815408,112.86
Ministry of Defence,Ministry of Defence,13/07/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,818599,112.64
Ministry of Defence,Ministry of Defence,15/07/2011,Fuel for military use,Central TLB,SERCO LIMITED,RG27 9UY,820234,112.55
Ministry of Defence,Ministry of Defence,15/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SIGNATURE FLIGHT SUPPORT UK  REGIONS LIMITED,LU2 9NT,820240,112
Ministry of Defence,Ministry of Defence,06/07/2011,Fuel for military use,Command Joint Operations,ARAL AG.,,5000058844,108.37
Ministry of Defence,Ministry of Defence,11/07/2011,"Transporation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,M50 0AL,817993,108.3
Ministry of Defence,Ministry of Defence,07/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,107.98
Ministry of Defence,Ministry of Defence,14/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,RG40 3GA,819450,106.56
Ministry of Defence,Ministry of Defence,06/07/2011,Transport hire charges,Defence Equipment & Support,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,RG40 3GA,815718,106.38
Ministry of Defence,Ministry of Defence,29/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,PALLETWAYS (U K) LTD,WS13 8NE,825945,105.33
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,820989,104.91
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,104.48
Ministry of Defence,Ministry of Defence,07/07/2011,Food and clothing,Land Forces,ARAMARK LTD,LS16 6QY,816082,104.41
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Air Command,LYRECO UK LTD,TF2 7NB,814853,104.29
Ministry of Defence,Ministry of Defence,08/07/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,816822,103.95
Ministry of Defence,Ministry of Defence,15/07/2011,Payment of utilities,Defence Infrastructure Organisation ,SOUTHERN WATER SERVICES LIMITED,BN13 3NZ,820257,103.33
Ministry of Defence,Ministry of Defence,13/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,103.22
Ministry of Defence,Ministry of Defence,28/07/2011,Food and clothing,Defence Infrastructure Organisation ,COTSWOLD OUTDOOR LTD,SN16 9SH,825064,103.2
Ministry of Defence,Ministry of Defence,21/07/2011,IT and communication services,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,822268,102.85
Ministry of Defence,Ministry of Defence,06/07/2011,Medical treatment & stores and welfare services,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,815570,102.15
Ministry of Defence,Ministry of Defence,07/07/2011,Purchase of inventory and services ,Command Joint Operations,LYRECO UK LTD,TF2 7NB,816409,101.63
Ministry of Defence,Ministry of Defence,28/07/2011,Estate management,Air Command,SODEXO LTD,M50 0AL,825425,100.82
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,A/DT LAND/AIR/IS,MERITAIN HEALTH,,278458,100.82
Ministry of Defence,Ministry of Defence,21/07/2011,Medical treatment & stores and welfare services,Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,99.8
Ministry of Defence,Ministry of Defence,11/07/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,817521,99.75
Ministry of Defence,Ministry of Defence,28/07/2011,Transport hire charges,Central TLB,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,825401,98.86
Ministry of Defence,Ministry of Defence,07/07/2011,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,816101,97.22
Ministry of Defence,Ministry of Defence,07/07/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,816575,97.2
Ministry of Defence,Ministry of Defence,05/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,815236,96
Ministry of Defence,Ministry of Defence,13/07/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,818755,95.2
Ministry of Defence,Ministry of Defence,21/07/2011,Payment of utilities,Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,94.67
Ministry of Defence,Ministry of Defence,19/07/2011,Food and clothing,Central TLB,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,821094,94.4
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,814464,94.32
Ministry of Defence,Ministry of Defence,12/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,818135,91.6
Ministry of Defence,Ministry of Defence,20/07/2011,Transport hire charges,Air Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,822023,91.42
Ministry of Defence,Ministry of Defence,19/07/2011,Design services and minor equipment purchases,Land Forces,RMPA SERVICES PLC,CO2 7ST,821398,91.3
Ministry of Defence,Ministry of Defence,04/07/2011,Design services and minor equipment purchases,Land Forces,RMPA SERVICES PLC,CO2 7ST,814231,91.09
Ministry of Defence,Ministry of Defence,12/07/2011,Payment of utilities,Navy Command,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,89.35
Ministry of Defence,Ministry of Defence,06/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,AIR MALTA P.L.C,,5000058840,89.29
Ministry of Defence,Ministry of Defence,14/07/2011,Fees for professional services,Defence Equipment & Support,CRIMINAL RECORDS BUREAU,L69 3JA,819324,88
Ministry of Defence,Ministry of Defence,13/07/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,819119,87.84
Ministry of Defence,Ministry of Defence,05/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,87.55
Ministry of Defence,Ministry of Defence,06/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,85.31
Ministry of Defence,Ministry of Defence,06/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,84.99
Ministry of Defence,Ministry of Defence,07/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,84.51
Ministry of Defence,Ministry of Defence,22/07/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,823252,84.26
Ministry of Defence,Ministry of Defence,21/07/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,81.74
Ministry of Defence,Ministry of Defence,07/07/2011,"Administration, claims, compensation and awards",Air Command,CANON (UK) LIMITED,RH2 8BF,816171,81.69
Ministry of Defence,Ministry of Defence,22/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,81.52
Ministry of Defence,Ministry of Defence,21/07/2011,Official entertainment and hospitality,Defence Equipment & Support,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,81.48
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,STRATSYS-SPRN,MERITAIN HEALTH,,278458,79.87
Ministry of Defence,Ministry of Defence,06/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,79.78
Ministry of Defence,Ministry of Defence,06/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,LEASEDRIVE VELO RENTAL  MANAGEMENT LIMITED,RG40 3GA,815718,79.46
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,816847,78.48
Ministry of Defence,Ministry of Defence,13/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,818634,77.7
Ministry of Defence,Ministry of Defence,28/07/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,824982,77.5
Ministry of Defence,Ministry of Defence,04/07/2011,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,813799,77.22
Ministry of Defence,Ministry of Defence,15/07/2011,"Transporation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,M50 0AL,820245,76.08
Ministry of Defence,Ministry of Defence,05/07/2011,"Transporation of personnel, freight and travel expenses",Air Command,ARAMARK LTD,LS16 6QY,814406,76
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,C(DE),MERITAIN HEALTH,,278458,75
