Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001755,1856.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Entertaining Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001110,1895.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Hire of Conference Facilities (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1001734,1661.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1005552,653.8875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1004559,733.28225
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Technical Advice,Shareholder Executive - Shareholder Executive,RAYMOND PYLE,1005009,5834
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Loan Guarantees,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",HCC INTERNATIONAL INSURANCE COMPANY PLC,1004326,27934.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Project Management Costs (Programme),Fair Markets Group Summary - Employment Relations,EG WHYBREW,1004938,3063.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,1005001,-21446.902
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,1005001,21446.902
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Outsourced Programme Management Services,Fair Markets Group Summary - Employment Relations,HAYS ACCOUNTANCY PERSONNEL,1005001,21913.139
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272319,558.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272325,1116.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272317,1596.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272329,2688.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272322,3271.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272328,7890.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272321,8204.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272323,14826.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10272324,17435.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Grant in Aid - Current -Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",THE TECHNOLOGY STRATEGY BOARD,1003162,20000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Independent Experts,Business Group - Advanced Manufacturing Industries,BRIAN JONES,1003819,1575
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Sponsorship Support,Business Group - Advanced Manufacturing Industries,GLOUCESTERSHIRE COUNTY COUNCIL,1003817,1475.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,Universities and Skills Group - Skills Directorate,UK COMMISSION FOR EMPLOYMENT AND SKILLS (UKCES),1003814,759000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grant in Aid - Current -Other,Universities and Skills Group - Skills Directorate,UK COMMISSION FOR EMPLOYMENT AND SKILLS (UKCES),1003814,4517000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Grant in Aid - Current -Other,Shareholder Executive - Shareholder Executive,UKAEA,1004784,512469
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,GENERAL FEDERATION OF TRADE UNIONS,1005159,2817.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,GENERAL FEDERATION OF TRADE UNIONS,1005159,4540.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,GENERAL FEDERATION OF TRADE UNIONS,1005159,4695.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,GENERAL FEDERATION OF TRADE UNIONS,1005159,4695.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,TRANSPORT SALARIED STAFFS ASSOCIATION,1005397,6113.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,COMMUNICATIONS WORKERS UNION,1004967,7307.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,NATIONAL UNION OF TEACHERS,1003827,9220.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,USDAW (UNION OF SHOP DISTRIBUTIVE & ALLIED WORKERS),1003619,14058.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,USDAW (UNION OF SHOP DISTRIBUTIVE & ALLIED WORKERS),1003619,17263.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,USDAW (UNION OF SHOP DISTRIBUTIVE & ALLIED WORKERS),1003619,21193
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,TRANSPORT SALARIED STAFFS ASSOCIATION,1004256,7693.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,USDAW (UNION OF SHOP DISTRIBUTIVE & ALLIED WORKERS),1004405,14288.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,GENERAL FEDERATION OF TRADE UNIONS,1003445,18171.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,PR & Marketing Advice & Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005419,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,PR & Marketing Advice & Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005416,2250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,PR & Marketing Advice & Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005417,2250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Technical Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005414,6896
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Technical Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005415,6896
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Outsourced Programme Management Services,Universities and Skills Group - Higher Education,RALEIGH INTERNATIONAL TRUST,1003251,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Outsourced Programme Management Services,Universities and Skills Group - Higher Education,RALEIGH INTERNATIONAL TRUST,1003251,19000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Telephone Helpline Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005404,528.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Telephone Helpline Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005411,528.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Telephone Helpline Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005412,2261.875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Telephone Helpline Services,Universities and Skills Group - Higher Education,GRADUATE PROSPECTS LTD,1005413,2261.875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Learners,ASTON UNIVERSITY,1003205,1529.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - USG Admin,TUC,1005438,1747081
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,-235830
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,-84710
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,-46460
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,23230
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,37875
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,46460
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,84710
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,PRISONERS EDUCATION TRUST,1004281,122636.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1003333,185000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,NATIONAL INSTITUTE OF ADULT CONTINUING EDUCATION (ENGLAND AND WALES) NIACE,1003333,191699
