Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,INVESTMENT PROPERTY DATABANK LTD,1028186,53250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277319,45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277320,20
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Rail Fares (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277321,279
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277321,97.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277321,104
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Cost of Early Retirement (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277415,164
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277471,33.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Mileage Allowances (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277525,274.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277525,45.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Rail Fares (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277527,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277527,12.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Taxis (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277528,56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Mileage Allowances (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277528,179.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277528,98.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277537,64.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/2011,Hotels (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277544,85.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277544,6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277544,85.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Mileage Allowances (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277578,38.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277578,9.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277578,6.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Taxis (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277618,18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277618,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277618,5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277637,28.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277638,22.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Mileage Allowances (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277715,39.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277715,22.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,"Personal expense, Name withheld",10277715,12.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,SOVEREIGN TRUSTEES LIMITED (TRUSTEE COMPANY OF ADDLESHAW GODDARD),1025277,219.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,SOVEREIGN TRUSTEES LIMITED (TRUSTEE COMPANY OF ADDLESHAW GODDARD),1027110,316.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/05/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,ARMADILLO STORAGE LTD,1027581,390.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,ARMADILLO STORAGE LTD,1027830,1.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Outsourced Programme Management Services,Business & Skills Group - Further Education & Skills Investment,ARMADILLO STORAGE LTD,1027837,1781.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Outsourced Technical Support (Programme),Market and Frameworks Group - Employment Relations,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,1026550,1355.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Outsourced Technical Support (Programme),Market and Frameworks Group - Employment Relations,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,1027920,920.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme - Name Withheld,10276627,913.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme - Name Withheld,10277510,2433.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme - Name Withheld,10277511,538.45
