Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Net Total 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Professional Subscriptions,Knowledge and Innovation Group - Office of the Knowledge & Innovation DG,"Personal Expense, Name Witheld.",10275826,193
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Mobile Line Rental,Knowledge and Innovation Group - Research Base,O2,1019983,14.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Mobile Call Charges,Knowledge and Innovation Group - Research Base,O2,1019983,0.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Rail Fares,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275828,6.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1019764,676.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1019833,3012
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",OLIVER FRY,1019870,813.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Publications,"Legal, People & Communications Group - Legal",BLACKWELL UK LTD,1016717,-218.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Publications,"Legal, People & Communications Group - Legal",BLACKWELL UK LTD,1019399,72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Static Line Rental,"Legal, People & Communications Group - Legal",BRITISH TELECOMMUNICATIONS plc (BT),1019931,67.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Static Line Rental,"Legal, People & Communications Group - Legal",BRITISH TELECOMMUNICATIONS plc (BT),1019931,-11.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Postage,"Legal, People & Communications Group - Legal",TNT UK LTD,1019865,11.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Postage,"Legal, People & Communications Group - Legal",PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1019971,105.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Postage,"Legal, People & Communications Group - Legal",PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,1019971,203.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Static Line Rental,Market and Frameworks Group - Employment Relations,BRITISH TELECOMMUNICATIONS plc (BT),1019543,74.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Static Line Rental,Market and Frameworks Group - Employment Relations,BRITISH TELECOMMUNICATIONS plc (BT),1019543,3.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld.",10275825,14.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld.",10275825,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Hire of Reprographic Equipment,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,BNP PARIBAS LEASE GROUP (RENTALS) LTD T/A DANWOOD CONTRACT RENTALS,1019866,234.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Local IT Maintenance & Support,Office of Manpower Economics - Office of Manpower Economics,BRITISH TELECOMMUNICATIONS plc (BT),1019868,115.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,On-Line Databases,Shareholder Executive - Shareholder Executive,STANDARD & POORS,1019095,42129.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,On-Line Databases,Shareholder Executive - Shareholder Executive,STANDARD & POORS,1019651,5017.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1019708,2.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Stationery,Shareholder Executive - Shareholder Executive,LYRECO UK LTD,1019744,35.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019969,22.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1019250,1534
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1019252,239.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Telecommunications,Finance & Commercial Group - Information and Workplace Strategies,COMPANIES HOUSE,1019734,868.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019921,2.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019921,82.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019921,110.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019950,8752.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019950,408
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019954,18244.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019954,259.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019954,2866.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Flexible Computing Service,Finance & Commercial Group - Information and Workplace Strategies,VODAFONE LTD,1019954,33.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Courier Services,Finance & Commercial Group - Information and Workplace Strategies,TNT UK LTD,1019932,68.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Courier Services,Finance & Commercial Group - Information and Workplace Strategies,TNT UK LTD,1019952,63.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Courier Services,Finance & Commercial Group - Information and Workplace Strategies,TNT INTERNATIONAL UK,1019962,287.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Courier Services,Finance & Commercial Group - Information and Workplace Strategies,TNT INTERNATIONAL UK,1019964,74.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,ACKNOWLEDGE LTD,1019942,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Economic Consultancy and Research,Business & Skills Group - Enterprise Directorate,IFF RESEARCH LTD,1019973,8750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Information Economy,THE NATIONAL ARCHIVES,1019974,850000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Research Base,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1019682,70250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - Research Base,BRADFORD COLLEGE,1019899,186531.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,THE INSTITUTE OF DEVELOPMENT STUDIES,1019420,480.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,THE INSTITUTE OF DEVELOPMENT STUDIES,1019420,518.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,THE INSTITUTE OF DEVELOPMENT STUDIES,1019420,2485.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,THE INSTITUTE OF DEVELOPMENT STUDIES,1019420,2019.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,THE INSTITUTE OF DEVELOPMENT STUDIES,1019420,5944.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,THE INSTITUTE OF DEVELOPMENT STUDIES,1019420,3311.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,PROMOTIONAL LOGISTICS LTD,1019727,84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - Government Office For Science,PROMOTIONAL LOGISTICS LTD,1019727,457.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,BIOSCIENCE NETWORK LTD,1016442,36.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,BIOSCIENCE NETWORK LTD,1016442,104.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,UNIVERSITY OF BRISTOL,1019861,739.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Rail Fares (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld.",10275830,3.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld.",10275830,11.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld.",10275831,26.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Taxis (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld.",10275832,119.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Subsistence Payments (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld.",10275832,5.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Others UK T&S (Programme),Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld.",10275832,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019873,25.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019875,533.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019876,304.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019877,177.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019880,76.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019881,25.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019882,177.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019883,406.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019884,279.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019885,431.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019888,177.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019890,101.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019891,50.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019892,25.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019893,25.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019894,25.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019895,101.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019896,329.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019897,3477.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019898,1091.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019901,9936.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019902,10520.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019903,9921.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019905,25.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019906,329.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019910,126.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019913,253.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019914,228.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019915,431.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019917,2127.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019956,228.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019958,380.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019959,25.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019960,279.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019967,253.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019968,355.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019970,3020.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019972,50.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/02/2011,Cash Expenditure during the Year - Other Programme Provisions,Market and Frameworks Group - Employment Relations,Payment under the Icelandic Trawlerman Compensation Scheme 2009- Name Withheld ,1019976,152.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,THE LONDON DEVELOPMENT AGENCY LTD,1019205,55353.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,NORTHWEST REGIONAL DEVELOPMENT AGENCY,1019353,143969
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275806,-28.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275807,-19.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275809,-33.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275810,-30.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275811,-38.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275812,-34.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275813,-54.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275814,-37.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275815,-31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275816,-13.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275817,-23.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275818,-37.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275819,-45.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275820,-37.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275821,-48.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275822,-7.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,BIS Tax Deductions,Corporate Payments - ,"Personal Expense, Name Witheld.",10275823,-10.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,LONDON BOROUGH OF TOWER HAMLETS,1020079,223148.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - UK Space Agency,STEWARDS SCHOOL,1020097,499.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Grants - Statutory - Current - Other,Knowledge and Innovation Group - UK Space Agency,STEWARDS SCHOOL,1020097,0.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1020049,61123.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,MARY-LOUISE CLARK ASSOCIATES LTD,1019997,1529.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",NICHOLAS DE LA POER,1019832,117.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,THE LONDON DEVELOPMENT AGENCY LTD,1019205,55353.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,NORTHWEST REGIONAL DEVELOPMENT AGENCY,1019353,184922
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Rail Fares (Programme),Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld.",10275881,126.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Mileage Allowances (Programme),Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld.",10275881,20.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Others UK T&S (Programme),Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld.",10275881,4.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Interest on Post Office Working Captial Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1020067,-441.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1020067,30000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275806,143.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/02/2011,Other Staff Costs,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275807,95.8
