Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,252.73
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,101.97
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,-2.42
Communities & Local Government,DCLG,20/01/2011,Cmmunication Telecom Costs,Neighbourhoods,VODAFONE UK,2100199303,59.92
Communities & Local Government,DCLG,20/01/2011,Conferences and Meeting Facilities,Neighbourhoods,MOLLER CENTRE CONT EDUCATION LTD,5106155236,"2,079.00"
Communities & Local Government,DCLG,20/01/2011,Conferences and Meeting Facilities,Neighbourhoods,HER MAJESTYS COURTS SERVICE,5106155346,"2,055.00"
Communities & Local Government,DCLG,20/01/2011,Current Grants to Non Profit Bodies,Localism,YOUNG FOUNDATION,2100199296,"100,000.00"
Communities & Local Government,DCLG,20/01/2011,Electricity,Neighbourhoods,BRITISH GAS,5106155386,"3,942.83"
Communities & Local Government,DCLG,20/01/2011,Fixed Maintenance,Localism,BABCOCK CRITICAL SERVICES LTD,5106154974,"506,070.41"
Communities & Local Government,DCLG,20/01/2011,Fixed Maintenance,Localism,FLAGSHIP TRAINING LIMITED,5106155035,779.15
Communities & Local Government,DCLG,20/01/2011,Fixed Maintenance,Neighbourhoods,MITIE MANAGED SERVICES (SOUTHERN) L,5106155384,"20,393.19"
Communities & Local Government,DCLG,20/01/2011,Gas,Finance & Corporate Services,CORONA ENERGY LTD,5106155213,"6,879.79"
Communities & Local Government,DCLG,20/01/2011,Goods Received/Invoice Received,Localism,CB RICHARD ELLIS,2300001740,"-4,932.00"
Communities & Local Government,DCLG,20/01/2011,Goods Received/Invoice Received,Localism,COMPUTACENTER (UK) LTD,2300001728,"-37,440.05"
Communities & Local Government,DCLG,20/01/2011,Insurance,Localism,7E COMMUNICATIONS LTD,5106155145,569.57
Communities & Local Government,DCLG,20/01/2011,"IT - PC, Network & Hardware",Neighbourhoods,DANWOOD GROUP LTD,5106152401,"1,947.21"
Communities & Local Government,DCLG,20/01/2011,Management Consultancy,Localism,CHIEF FIRE OFFICERS ASSOCIATION,5106155426,"9,453.85"
Communities & Local Government,DCLG,20/01/2011,Management Consultancy,Localism,INTELLIGENT ADDRESSING LTD,5106155037,"1,410.29"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,AVON & SOMERSET POLICE AUTHORITY,5000148992,"3,097,405.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,AVON FIRE AUTHORITY,5000148993,"1,031,898.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BARKING & DAGENHAM LB,5000148999,"4,263,210.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BARNSLEY MBC,5000149002,"4,558,016.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BEDFORDSHIRE POLICE AUTH,5000149015,"1,262,575.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BEDS & LUTON FIRE & RESCUE SERVICE,5000149014,"472,247.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BIRMINGHAM CITY CNCL,5000149021,"28,122,191.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BLACKBURN WITH DARWEN BC,5000149024,"3,385,908.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BLACKPOOL BC,5000149026,"3,392,703.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BOLTON MBC,5000149033,"5,292,088.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BOSTON BC,5000149035,"301,187.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BRADFORD MBC,5000149043,"11,280,375.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BRECKLAND DC,5000149047,"469,068.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BRENT LB,5000149048,"6,822,526.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BRIGHTON & HOVE CITY COUNCIL,5000149054,"4,528,662.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BUCKINGHAMSHIRE CC,5000149069,"2,470,001.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BUCKS & MILTON KEYNES FIRE AUTH,5000149068,"474,976.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,BURY MBC,5000149074,"2,743,251.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CALDERDALE MBC,5000149075,"3,380,776.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CAMBRIDGESHIRE COUNTY CNCL,5000149081,"4,606,249.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CAMBRIDGESHIRE POLICE AUT,5000149080,"1,385,373.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CAMBS & PETERBOROUGH FIRE AUTHORITY,5000149079,"599,073.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CHESHIRE FIRE AUTHORITY,5000149100,"772,344.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CHESHIRE POLICE AUTHORITY,5000149101,"2,343,701.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CITY OF WAKEFIELD MDC,5000149713,"5,857,934.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CLEVELAND FIRE AUTHORITY,5000149119,"928,328.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CLEVELAND POLICE AUTHORITY,5000149120,"2,071,907.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CO DURHAM & DARLINGTON FIRE SERVICE,5000149173,"602,631.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CORNWALL COUNCIL,5000149810,"8,861,605.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,COVENTRY CITY CNCL,5000149129,"6,347,076.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CUMBRIA COUNTY CNCL,5000149138,"5,993,665.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,CUMBRIA POLICE AUTHORITY,5000149139,"1,512,826.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DARLINGTON BC,5000149143,"1,610,611.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBY CITY CNCL,5000149150,"4,547,928.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBYSHIRE COUNTYCOUNCIL,5000149154,"7,679,497.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBYSHIRE DALES DC,5000149158,"200,054.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBYSHIRE FIRE AUTHORITY,5000149152,"816,027.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBYSHIRE POLICE AUTHORITY,5000149153,"2,036,342.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DEVON & CORNWALL POLICE A,5000149159,"3,313,804.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DEVON & SOMERSET FIRE & RESCUE SERV,5000149161,"1,295,960.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DEVON COUNTY CNCL,5000149160,"6,683,080.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DONCASTER MBC,5000149164,"5,940,273.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DORSET COUNTY CNCL,5000149166,"2,105,021.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DORSET FIRE AUTHORITY,5000149167,"456,300.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DORSET POLICE AUTHORITY,5000149168,"1,043,505.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DUDLEY MBC,5000149172,"5,208,597.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DURHAM COUNTY COUNCIL,5000149814,"9,595,359.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,DURHAM POLICE AUTHORITY,5000149174,"1,971,619.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,EALING LB,5000149176,"5,991,164.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST NORTHAMPTONSHIRE COUNCIL,5000149190,"276,268.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST RIDING OF YORKS,5000149193,"4,203,061.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST SUSSEX COUNTY CNCL,5000149199,"4,152,619.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST SUSSEX FIRE AUTHORITY,5000149200,"608,588.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ENFIELD LB,5000149210,"5,056,906.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX COUNTY CNCL,5000149217,"10,232,600.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX FIRE AUTHORITY,5000149218,"1,342,652.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX POLICE AUTHORITY,5000149219,"2,961,570.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GATESHEAD MBC,5000149234,"4,388,865.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE COUNTY CNCL,5000149240,"4,850,981.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE POLICE AUTHORITY,5000149241,"1,039,500.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER LONDON AUTHORITY,5000149237,"37,867,928.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER LONDON AUTHORITY-FIRE,5000149803,"10,766,401.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER FIRE,5000149385,"3,124,666.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER POL AUTH,5000149386,"9,418,874.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREENWICH LB,5000149249,"6,917,703.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HALTON BC,5000149257,"2,653,232.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE COUNTY COUNCIL,5000149262,"6,090,329.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE FIRE & RESCUE AUTHORITY,5000149263,"1,213,882.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE POLICE AUTHORITY,5000149264,"3,637,187.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARINGEY LB,5000149267,"5,998,625.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARROW LB,5000149275,"2,810,645.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARTLEPOOL BOROUGH COUNCIL,5000149278,"2,136,994.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORD WORCESTER FIRE BRIGADE,5000149286,"442,484.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORDSHIRE DISTRICT COUNCIL,5000149290,"2,388,413.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE CONTY CNCL,5000149292,"7,298,519.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE POLICE AUTH,5000149291,"1,967,086.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HULL CITY COUNCIL,5000149335,"6,303,026.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE FIRE & RESCUE SERVICE,5000149306,"1,127,113.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE POLICE,5000149307,"2,562,180.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLE OF WIGHT CNCL,5000149314,"2,546,557.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLES OF SCILLY COUNCIL,5000149317,"94,610.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT & MEDWAY TOWNS FIRE AUTHORITY,5000149328,"1,227,553.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT COUNTY CNCL,5000149327,"11,435,881.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT POLICE AUTHORITY,5000149329,"3,366,838.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,KIRKLEES MBC,5000149339,"6,516,937.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,KNOWSLEY MBC,5000149341,"4,913,999.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,5000149345,"1,352,483.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COUNTY CNCL,5000149344,"12,530,383.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE POLICE AUTHORITY,5000149346,"4,017,966.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTER CITY CNCL,5000149353,"7,564,186.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE COUNTY CNCL,5000149357,"4,175,374.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE POLICE AUTHORITY,5000149356,"2,214,297.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICS LEICESTERSHIRE RUTLAND CFA,5000149355,"781,420.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEWES DC,5000149359,"267,317.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEWISHAM LB,5000149362,"7,474,940.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE COUNTY CNCL,5000149369,"7,966,469.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE POLICE AUTH,5000149368,"1,059,313.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LIVERPOOL CITY COUNCIL,5000149370,"13,483,663.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF HACKNEY,5000149254,"9,123,950.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF LAMBETH,5000149343,"8,873,351.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF NEWHAM,5000149427,"9,290,081.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF REDBRIDGE,5000149505,"4,065,505.00"
Communities & Local Government,DCLG,20/01/2011,National Non Domestic Rates (NNDR) Payments,Localism,LUTON BC,5000149372,"3,728,554.00"
