Parent Department,Organisation,Unit,Reporting SCS post reference,Grade,Payscale minimum,Payscale maximum,Generic job title,Number of such posts in FTE,Notes
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058725,OF4,,,,12
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OF4,,,,16
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OF4,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058719,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105516,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OF5,,,,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058715,OF5,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058725,OF5,,,,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OF5,,,,13
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OF5,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OR1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR1,,,,374
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OR1,,,,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105516,OR2,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR2,,,,23
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OR3,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105518,OR3,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR3,,,,162
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OR3,,,,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058711,OR4,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105516,OR4,,,,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OR4,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058715,OR4,,,,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR4,,,,553
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OR4,,,,33
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105516,OR6,,,,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OR6,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058715,OR6,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058725,OR6,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR6,,,,428
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OR6,,,,105
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OR7,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105518,OR7,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058725,OR7,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR7,,,,302
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OR7,,,,79
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105516,OR8,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OR8,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058725,OR8,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR8,,,,93
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OR8,,,,25
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,OR9,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058725,OR9,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,OR9,,,,78
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,OR9,,,,20
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105516,RET,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,RET,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,RET,,,,50
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,SZ1,,,,55
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,SZ1,,,,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,SZ2,,,,45
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,SZ2,,,,13
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,SZ3,,,,12
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,SZ3,,,,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1058158,SZ4,,,,10
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1143483,SZ4,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105516,XO,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105517,XO,,,,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Systems (Mr M Greatwich) HRMS Ref: 00184943, Graduate Trainee,"?29,424.31",,,15
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Systems (Mr M Greatwich) HRMS Ref: 00184937,B1,,,,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Assurance and Governance (Mr Nick Payne) HRMS Ref: 00154899,B1,,,,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Systems (Mr M Greatwich) HRMS Ref: 00184938,B2,,,,10
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Secretariat and Industrial Policy (Mr Mike Tonnison) HRMS Ref: 153528,B2,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Assurance and Governance (Mr Nick Payne) HRMS Ref: 00154900,B2,,,,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Systems (Mr M Greatwich) HRMS Ref: 00184942,Business Graduate Trainee,"?29,424.31",,,25
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Systems (Mr M Greatwich) HRMS Ref: 00184939,C1,,,,13
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial (Mr Andrew Manley) HRMS Ref: 00163901,C1,,,Director General Defence Commercial,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Secretariat and Industrial Policy (Mr Mike Tonnison) HRMS Ref: 153529,C1,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000057,C1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Assurance and Governance (Mr Nick Payne) HRMS Ref: 00154901,C1,,,,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Corporate Commercial (Mrs Susanna Mason) HRMS Ref: 00176079,C1,,,Director Corporate Commercial ,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Systems (Mr M Greatwich) HRMS Ref: 00184940,C2,,,,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Secretariat and Industrial Policy (Mr Mike Tonnison) HRMS Ref: 153530,C2,,,,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000058,C2,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial (Mr Andrew Manley) HRMS Ref: 00163902,Band D,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Secretariat and Industrial Policy (Mr Mike Tonnison) HRMS Ref: 153531,Band D,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000059,Band D,,,,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Assurance and Governance (Mr Nick Payne) HRMS Ref: 00154902,Band D,,,,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Systems (Mr M Greatwich) HRMS Ref: 00184941,E1,,,,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000060,E1,,,,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Commercial Assurance and Governance (Mr Nick Payne) HRMS Ref: 00154903,E1,,,,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000061,Pat Off1,"?69,409.00","?80,494.00",,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000062,Pat Off2,"?65,425.00","?74,746.00",,16
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000063,Pat Off3,Not Known,Not Known,,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Director General Defence Commercial - Intellectual Property Rights (Mr Adrian Sharman) HRMS Ref: 200000064,Pat Off3b,"?40,151.00","?57,245.00",,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137389,B1,,,Deputy Head,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1432988,B1,,,Deputy Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,174902,B1,,,Deputy Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,B1,,,Deputy Head,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137401,B1,,,Deputy Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137389,B2,,,Assistant Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,B2,,,Assistant Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1567623,B2,,,Assistant Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1573670,B2,,,Assistant Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105349,B2,,,Assistant Head,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,B2,,,Assistant Head,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137401,B2,,,Assistant Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1564419,C1,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137389,C1,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1479775,C1,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047516,C1,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,C1,,,Desk Officer,9
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1567623,C1,,,Desk Officer,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1573670,C1,,,Desk Officer,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1432988,C1,,,Desk Officer,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,174902,C1,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105349,C1,,,Desk Officer,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,C1,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137401,C1,,,Desk Officer,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137389,C2,,,Desk Officer,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047516,C2,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,C2,,,Desk Officer,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1567623,C2,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105349,C2,,,Desk Officer,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,C2,,,Desk Officer,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047423,Band D,,,Personal Assisant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,135736,Band D,,,Executive Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1564419,Band D,,,Executive Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1479775,Band D,,,Executive Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1432988,Band D,,,Desk Officer,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105349,Band D,,,Desk Officer,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105349,Band D,,,Executive Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,Band D,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105905,E1,,,Personal Assisant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1565824,E1,,,Personal Assisant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047464,E1,,,Personal Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047472,E1,,,Personal Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047516,E1,,,Personal Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,E1,,,Personal Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1567623,E1,,,Co-ord,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1573670,E1,,,Support ,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1573670,E1,,,Personal Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1432988,E1,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1432988,E1,,,Personal Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,174902,E1,,,Executive Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105349,E1,,,Desk Officer,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,E1,,,Personal Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047423,OF2,,,Assistant Military Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105905,OF2,,,Assistant Military Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1565824,OF2,,,Assistant Military Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105937,OF2,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1431838,OF3,,,Assistant Military Assisant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1431838,OF3,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105937,OF3,,,Desk Officer,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1564419,OF3,,,Desk Officer,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137389,OF3,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047464,OF3,,,Desk Officer,12
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1479775,OF3,,,Desk Officer,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047472,OF3,,,Desk Officer,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047516,OF3,,,Desk Officer,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,OF3,,,Desk Officer,20
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1567623,OF3,,,Desk Officer,7
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1573670,OF3,,,Desk Officer,8
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,174902,OF3,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047423,OF4,,,Military Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105905,OF4,,,Military Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1431838,OF4,,,Military Assisant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1565824,OF4,,,Military Assistant,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105937,OF4,,,Desk Officer,8
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1564419,OF4,,,Desk Officer,8
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,137389,OF4,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047464,OF4,,,Desk Officer,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1479775,OF4,,,Desk Officer,5
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047472,OF4,,,Desk Officer,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047516,OF4,,,Desk Officer,4
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,OF4,,,Desk Officer,16
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1567623,OF4,,,Desk Officer,6
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1573670,OF4,,,Desk Officer,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1432988,OF4,,,Desk Officer,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,174902,OF4,,,Desk Officer,11
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,105349,OF4,,,Desk Officer,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,OF4,,,Desk Officer,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1105937,OF5,,,Deputy Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1564419,OF5,,,Deputy Head,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047464,OF5,,,Deputy Head,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1479775,OF5,,,Deputy Head,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047472,OF5,,,Deputy Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047516,OF5,,,Deputy Head,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,OF5,,,Deputy Head,3
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1567623,OF5,,,Deputy Head,2
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1573670,OF5,,,Deputy Head,1
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1432988,OF5,,,Deputy Head,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,174902,OF5,,,Deputy Head,2,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047497,OF5,,,Deputy Head,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047472,OR9,,,Desk Officer,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,1047441,OR9,,,Desk Officer,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget, Director General Security Policy & Operations 00140333,C1,,,,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget, Director General Security Policy & Operations 00140334,Band D,,,,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget, Director General Security Policy & Operations 00140335,E1,,,,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Assistant Chief of Defence Staff International Security Policy 1055716,B1,,,,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Assistant Chief of Defence Staff International Security Policy 1055716,B2,,,,3,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Assistant Chief of Defence Staff International Security Policy 1055716,C1,,,,3,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Assistant Chief of Defence Staff International Security Policy 1055716,OF4,,,,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Assistant Chief of Defence Staff International Security Policy 1055716,C2,,,,3,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Assistant Chief of Defence Staff International Security Policy 1055716,OF3,,,,1,,,,,,
Ministry of Defence ,Ministry of Defence ,Central Top Level Budget,Assistant Chief of Defence Staff International Security Policy 1055716,E1,,,,1,,,,,,
